"","x"
"47593",11
"47594",15
"47595",18
"47596",25
"47597",16
"47598",18
"47599",40
"47600",28
"47601",19
"47602",16
"47603",32
"47604",17
"47605",29
"47606",28
"47607",20
"47608",29
"47609",24
"47610",14
"47611",31
"47612",16
"47613",30
"47614",21
"47615",29
"47616",28
"47617",39
"47618",15
"47619",35
"47620",26
"47621",30
"47622",28
"47623",7
"47624",18
"47625",19
"47626",14
"47627",42
"47628",29
"47629",33
"47630",27
"47631",23
"47632",19
"47633",30
"47634",24
"47635",33
"47636",22
"47637",27
"47638",18
"47639",43
"47640",29
"47641",30
"47642",13
"47643",15
"47644",6
"47645",21
"47646",26
"47647",23
"47648",21
"47649",10
"47650",32
"47651",22
"47652",22
"47653",14
"47654",25
"47655",28
"47656",25
"47657",27
"47658",17
"47659",36
"47660",6
"47661",11
"47662",16
"47663",11
"47664",33
"47665",25
"47666",34
"47667",13
"47668",25
"47669",17
"47670",34
"47671",18
"47672",25
"47673",37
"47674",22
"47675",41
"47676",24
"47677",54
"47678",28
"47679",22
"47680",33
"47681",31
"47682",22
"47683",11
"47684",30
"47685",20
"47686",39
"47687",10
"47688",36
"47689",30
"47690",26
"47691",8
"47692",28
"47693",28
"47694",39
"47695",19
"47696",45
"47697",22
"47698",27
"47699",42
"47700",27
"47701",28
"47702",12
"47703",26
"47704",7
"47705",16
"47706",31
"47707",37
"47708",28
"47709",26
"47710",14
"47711",25
"47712",23
"47713",20
"47714",23
"47715",29
"47716",19
"47717",36
"47718",20
"47719",19
"47720",38
"47721",15
"47722",32
"47723",23
"47724",22
"47725",18
"47726",3
"47727",18
"47728",12
"47729",16
"47730",26
"47731",48
"47732",29
"47733",8
"47734",25
"47735",24
"47736",10
"47737",27
"47738",21
"47739",45
"47740",27
"47741",36
"47742",23
"47743",25
"47744",27
"47745",29
"47746",33
"47747",6
"47748",17
"47749",34
"47750",27
"47751",28
"47752",33
"47753",20
"47754",11
"47755",22
"47756",17
"47757",23
"47758",19
"47759",25
"47760",42
"47761",19
"47762",31
"47763",17
"47764",19
"47765",19
"47766",12
"47767",15
"47768",22
"47769",25
"47770",30
"47771",24
"47772",17
"47773",17
"47774",42
"47775",10
"47776",16
"47777",20
"47778",14
"47779",29
"47780",33
"47781",30
"47782",15
"47783",39
"47784",23
"47785",36
"47786",18
"47787",33
"47788",20
"47789",23
"47790",18
"47791",45
"47792",18
"47793",26
"47794",13
"47795",39
"47796",16
"47797",30
"47798",19
"47799",33
"47800",51
"47801",28
"47802",37
"47803",14
"47804",26
"47805",33
"47806",33
"47807",23
"47808",15
"47809",24
"47810",19
"47811",48
"47812",21
"47813",14
"47814",29
"47815",37
"47816",25
"47817",33
"47818",20
"47819",18
"47820",38
"47821",17
"47822",8
"47823",16
"47824",21
"47825",24
"47826",40
"47827",26
"47828",59
"47829",19
"47830",10
"47831",28
"47832",16
"47833",29
"47834",16
"47835",27
"47836",28
"47837",34
"47838",11
"47839",32
"47840",53
"47841",38
"47842",31
"47843",25
"47844",46
"47845",13
"47846",26
"47847",28
"47848",27
"47849",22
"47850",21
"47851",23
"47852",24
"47853",25
"47854",28
"47855",18
"47856",18
"47857",14
"47858",24
"47859",15
"47860",45
"47861",11
"47862",20
"47863",11
"47864",15
"47865",28
"47866",15
"47867",38
"47868",12
"47869",13
"47870",26
"47871",49
"47872",28
"47873",15
"47874",28
"47875",25
"47876",41
"47877",22
"47878",21
"47879",13
"47880",21
"47881",35
"47882",8
"47883",23
"47884",14
"47885",27
"47886",45
"47887",42
"47888",34
"47889",18
"47890",40
"47891",21
"47892",16
"47893",36
"47894",14
"47895",22
"47896",25
"47897",15
"47898",12
"47899",27
"47900",26
"47901",34
"47902",17
"47903",10
"47904",7
"47905",22
"47906",24
"47907",33
"47908",23
"47909",34
"47910",24
"47911",33
"47912",35
"47913",18
"47914",22
"47915",16
"47916",10
"47917",48
"47918",35
"47919",25
"47920",9
"47921",16
"47922",37
"47923",29
"47924",29
"47925",26
"47926",19
"47927",10
"47928",49
"47929",15
"47930",34
"47931",6
"47932",22
"47933",19
"47934",16
"47935",15
"47936",13
"47937",16
"47938",19
"47939",18
"47940",7
"47941",26
"47942",16
"47943",36
"47944",25
"47945",29
"47946",37
"47947",14
"47948",22
"47949",5
"47950",20
"47951",14
"47952",46
"47953",25
"47954",10
"47955",17
"47956",26
"47957",26
"47958",32
"47959",8
"47960",13
"47961",14
"47962",30
"47963",16
"47964",20
"47965",14
"47966",8
"47967",17
"47968",15
"47969",16
"47970",7
"47971",24
"47972",27
"47973",15
"47974",18
"47975",22
"47976",31
"47977",18
"47978",22
"47979",20
"47980",32
"47981",25
"47982",12
"47983",21
"47984",22
"47985",17
"47986",34
"47987",23
"47988",15
"47989",8
"47990",45
"47991",7
"47992",21
"47993",13
"47994",30
"47995",13
"47996",15
"47997",33
"47998",24
"47999",24
"48000",12
"48001",20
"48002",24
"48003",28
"48004",12
"48005",21
"48006",15
"48007",36
"48008",20
"48009",13
"48010",28
"48011",29
"48012",38
"48013",21
"48014",43
"48015",22
"48016",12
"48017",25
"48018",13
"48019",31
"48020",38
"48021",32
"48022",28
"48023",42
"48024",19
"48025",36
"48026",25
"48027",27
"48028",16
"48029",18
"48030",22
"48031",33
"48032",19
"48033",40
"48034",28
"48035",17
"48036",22
"48037",37
"48038",9
"48039",19
"48040",58
"48041",35
"48042",21
"48043",18
"48044",20
"48045",18
"48046",11
"48047",33
"48048",31
"48049",40
"48050",42
"48051",40
"48052",52
"48053",35
"48054",12
"48055",25
"48056",10
"48057",58
"48058",28
"48059",35
"48060",21
"48061",9
"48062",15
"48063",31
"48064",6
"48065",24
"48066",19
"48067",14
"48068",30
"48069",18
"48070",34
"48071",22
"48072",22
"48073",7
"48074",11
"48075",25
"48076",23
"48077",16
"48078",18
"48079",35
"48080",21
"48081",24
"48082",23
"48083",20
"48084",37
"48085",19
"48086",33
"48087",18
"48088",17
"48089",5
"48090",32
"48091",23
"48092",21
"48093",45
"48094",28
"48095",21
"48096",23
"48097",15
"48098",45
"48099",16
"48100",24
"48101",16
"48102",36
"48103",32
"48104",34
"48105",9
"48106",26
"48107",51
"48108",33
"48109",38
"48110",28
"48111",29
"48112",23
"48113",34
"48114",28
"48115",18
"48116",31
"48117",18
"48118",20
"48119",20
"48120",23
"48121",21
"48122",27
"48123",4
"48124",29
"48125",36
"48126",32
"48127",21
"48128",28
"48129",23
"48130",29
"48131",20
"48132",35
"48133",18
"48134",24
"48135",15
"48136",18
"48137",16
"48138",39
"48139",22
"48140",27
"48141",19
"48142",37
"48143",25
"48144",37
"48145",19
"48146",20
"48147",44
"48148",27
"48149",32
"48150",14
"48151",20
"48152",39
"48153",22
"48154",16
"48155",30
"48156",32
"48157",54
"48158",32
"48159",17
"48160",31
"48161",41
"48162",42
"48163",27
"48164",20
"48165",18
"48166",48
"48167",17
"48168",47
"48169",32
"48170",25
"48171",40
"48172",39
"48173",33
"48174",13
"48175",11
"48176",26
"48177",31
"48178",28
"48179",20
"48180",15
"48181",24
"48182",13
"48183",16
"48184",24
"48185",23
"48186",41
"48187",21
"48188",14
"48189",21
"48190",18
"48191",48
"48192",18
"48193",25
"48194",29
"48195",14
"48196",31
"48197",22
"48198",27
"48199",18
"48200",62
"48201",27
"48202",12
"48203",23
"48204",15
"48205",11
"48206",18
"48207",22
"48208",46
"48209",28
"48210",16
"48211",21
"48212",25
"48213",20
"48214",28
"48215",16
"48216",42
"48217",48
"48218",13
"48219",21
"48220",20
"48221",30
"48222",18
"48223",24
"48224",28
"48225",10
"48226",5
"48227",18
"48228",39
"48229",26
"48230",29
"48231",29
"48232",12
"48233",17
"48234",21
"48235",23
"48236",31
"48237",23
"48238",36
"48239",20
"48240",45
"48241",21
"48242",41
"48243",37
"48244",14
"48245",21
"48246",23
"48247",36
"48248",21
"48249",14
"48250",4
"48251",40
"48252",42
"48253",25
"48254",23
"48255",21
"48256",26
"48257",16
"48258",18
"48259",24
"48260",20
"48261",32
"48262",11
"48263",16
"48264",10
"48265",11
"48266",33
"48267",62
"48268",10
"48269",29
"48270",10
"48271",31
"48272",45
"48273",12
"48274",13
"48275",15
"48276",53
"48277",30
"48278",37
"48279",37
"48280",19
"48281",30
"48282",16
"48283",16
"48284",39
"48285",44
"48286",30
"48287",8
"48288",17
"48289",22
"48290",16
"48291",23
"48292",18
"48293",62
"48294",27
"48295",13
"48296",36
"48297",21
"48298",34
"48299",28
"48300",12
"48301",44
"48302",20
"48303",11
"48304",17
"48305",43
"48306",26
"48307",18
"48308",9
"48309",10
"48310",14
"48311",12
"48312",34
"48313",12
"48314",11
"48315",14
"48316",23
"48317",41
"48318",33
"48319",27
"48320",27
"48321",43
"48322",23
"48323",13
"48324",8
"48325",43
"48326",26
"48327",24
"48328",22
"48329",31
"48330",51
"48331",17
"48332",23
"48333",32
"48334",28
"48335",21
"48336",39
"48337",26
"48338",37
"48339",16
"48340",41
"48341",28
"48342",29
"48343",21
"48344",20
"48345",18
"48346",22
"48347",48
"48348",26
"48349",18
"48350",40
"48351",30
"48352",32
"48353",21
"48354",18
"48355",25
"48356",8
"48357",14
"48358",17
"48359",25
"48360",7
"48361",14
"48362",21
"48363",35
"48364",33
"48365",20
"48366",23
"48367",38
"48368",25
"48369",15
"48370",40
"48371",20
"48372",44
"48373",24
"48374",14
"48375",29
"48376",37
"48377",16
"48378",49
"48379",19
"48380",25
"48381",36
"48382",17
"48383",59
"48384",13
"48385",37
"48386",14
"48387",12
"48388",10
"48389",30
"48390",25
"48391",24
"48392",23
"48393",19
"48394",17
"48395",21
"48396",27
"48397",29
"48398",13
"48399",33
"48400",35
"48401",30
"48402",28
"48403",26
"48404",26
"48405",23
"48406",17
"48407",37
"48408",27
"48409",41
"48410",63
"48411",29
"48412",18
"48413",35
"48414",30
"48415",27
"48416",20
"48417",19
"48418",21
"48419",24
"48420",31
"48421",19
"48422",32
"48423",21
"48424",19
"48425",11
"48426",58
"48427",23
"48428",49
"48429",19
"48430",11
"48431",19
"48432",21
"48433",40
"48434",24
"48435",24
"48436",18
"48437",40
"48438",37
"48439",9
"48440",13
"48441",27
"48442",35
"48443",26
"48444",26
"48445",21
"48446",32
"48447",15
"48448",10
"48449",30
"48450",38
"48451",14
"48452",23
"48453",23
"48454",20
"48455",9
"48456",28
"48457",21
"48458",33
"48459",38
"48460",27
"48461",20
"48462",11
"48463",17
"48464",19
"48465",20
"48466",36
"48467",29
"48468",33
"48469",24
"48470",35
"48471",27
"48472",39
"48473",27
"48474",49
"48475",43
"48476",24
"48477",35
"48478",22
"48479",5
"48480",23
"48481",33
"48482",28
"48483",26
"48484",48
"48485",12
"48486",43
"48487",26
"48488",16
"48489",26
"48490",8
"48491",46
"48492",37
"48493",20
"48494",19
"48495",28
"48496",13
"48497",25
"48498",33
"48499",25
"48500",23
"48501",16
"48502",11
"48503",15
"48504",37
"48505",20
"48506",26
"48507",11
"48508",22
"48509",10
"48510",15
"48511",16
"48512",27
"48513",20
"48514",26
"48515",35
"48516",17
"48517",9
"48518",21
"48519",31
"48520",30
"48521",21
"48522",18
"48523",40
"48524",14
"48525",22
"48526",36
"48527",21
"48528",5
"48529",32
"48530",29
"48531",28
"48532",28
"48533",12
"48534",21
"48535",20
"48536",30
"48537",28
"48538",10
"48539",20
"48540",33
"48541",18
"48542",24
"48543",14
"48544",33
"48545",32
"48546",31
"48547",8
"48548",11
"48549",39
"48550",9
"48551",26
"48552",19
"48553",23
"48554",27
"48555",20
"48556",46
"48557",22
"48558",10
"48559",12
"48560",23
"48561",12
"48562",22
"48563",33
"48564",4
"48565",12
"48566",38
"48567",35
"48568",25
"48569",21
"48570",27
"48571",28
"48572",29
"48573",39
"48574",28
"48575",25
"48576",29
"48577",31
"48578",24
"48579",40
"48580",14
"48581",30
"48582",28
"48583",27
"48584",28
"48585",22
"48586",28
"48587",14
"48588",38
"48589",26
"48590",16
"48591",29
"48592",28
"48593",36
"48594",21
"48595",36
"48596",20
"48597",19
"48598",30
"48599",43
"48600",19
"48601",20
"48602",34
"48603",23
"48604",21
"48605",44
"48606",38
"48607",12
"48608",32
"48609",23
"48610",13
"48611",24
"48612",21
"48613",25
"48614",32
"48615",45
"48616",30
"48617",31
"48618",28
"48619",13
"48620",14
"48621",19
"48622",16
"48623",11
"48624",23
"48625",21
"48626",15
"48627",22
"48628",21
"48629",25
"48630",34
"48631",6
"48632",19
"48633",25
"48634",21
"48635",8
"48636",7
"48637",35
"48638",30
"48639",39
"48640",24
"48641",18
"48642",37
"48643",35
"48644",32
"48645",21
"48646",30
"48647",31
"48648",42
"48649",15
"48650",28
"48651",8
"48652",25
"48653",31
"48654",18
"48655",23
"48656",17
"48657",26
"48658",16
"48659",24
"48660",25
"48661",23
"48662",13
"48663",31
"48664",16
"48665",12
"48666",31
"48667",32
"48668",59
"48669",29
"48670",20
"48671",19
"48672",29
"48673",19
"48674",18
"48675",26
"48676",13
"48677",15
"48678",6
"48679",33
"48680",24
"48681",17
"48682",33
"48683",38
"48684",11
"48685",21
"48686",37
"48687",37
"48688",10
"48689",35
"48690",9
"48691",33
"48692",28
"48693",35
"48694",33
"48695",30
"48696",21
"48697",14
"48698",27
"48699",26
"48700",23
"48701",17
"48702",19
"48703",23
"48704",10
"48705",20
"48706",27
"48707",32
"48708",15
"48709",7
"48710",12
"48711",12
"48712",11
"48713",29
"48714",32
"48715",14
"48716",38
"48717",15
"48718",36
"48719",15
"48720",17
"48721",22
"48722",21
"48723",8
"48724",42
"48725",27
"48726",11
"48727",18
"48728",41
"48729",22
"48730",19
"48731",13
"48732",18
"48733",21
"48734",18
"48735",14
"48736",27
"48737",8
"48738",13
"48739",10
"48740",35
"48741",8
"48742",24
"48743",21
"48744",7
"48745",17
"48746",16
"48747",24
"48748",27
"48749",17
"48750",28
"48751",29
"48752",27
"48753",43
"48754",20
"48755",29
"48756",21
"48757",15
"48758",13
"48759",43
"48760",31
"48761",22
"48762",15
"48763",24
"48764",24
"48765",30
"48766",26
"48767",30
"48768",20
"48769",19
"48770",11
"48771",34
"48772",25
"48773",9
"48774",14
"48775",27
"48776",32
"48777",31
"48778",43
"48779",27
"48780",27
"48781",33
"48782",12
"48783",20
"48784",23
"48785",47
"48786",13
"48787",11
"48788",31
"48789",17
"48790",22
"48791",30
"48792",22
"48793",18
"48794",34
"48795",21
"48796",14
"48797",14
"48798",19
"48799",58
"48800",44
"48801",41
"48802",30
"48803",14
"48804",24
"48805",40
"48806",30
"48807",20
"48808",8
"48809",15
"48810",16
"48811",22
"48812",23
"48813",13
"48814",28
"48815",56
"48816",33
"48817",30
"48818",48
"48819",19
"48820",20
"48821",25
"48822",27
"48823",18
"48824",38
"48825",18
"48826",38
"48827",27
"48828",21
"48829",20
"48830",29
"48831",30
"48832",30
"48833",38
"48834",12
"48835",13
"48836",14
"48837",39
"48838",24
"48839",18
"48840",20
"48841",38
"48842",29
"48843",12
"48844",19
"48845",21
"48846",19
"48847",27
"48848",22
"48849",23
"48850",32
"48851",19
"48852",20
"48853",21
"48854",30
"48855",25
"48856",17
"48857",22
"48858",28
"48859",16
"48860",33
"48861",10
"48862",22
"48863",41
"48864",29
"48865",17
"48866",30
"48867",18
"48868",25
"48869",20
"48870",28
"48871",52
"48872",24
"48873",26
"48874",15
"48875",28
"48876",30
"48877",9
"48878",51
"48879",12
"48880",35
"48881",60
"48882",29
"48883",21
"48884",42
"48885",9
"48886",11
"48887",18
"48888",11
"48889",15
"48890",25
"48891",29
"48892",18
"48893",37
"48894",23
"48895",42
"48896",28
"48897",10
"48898",39
"48899",24
"48900",29
"48901",30
"48902",27
"48903",35
"48904",11
"48905",15
"48906",19
"48907",17
"48908",38
"48909",23
"48910",25
"48911",11
"48912",22
"48913",34
"48914",15
"48915",23
"48916",22
"48917",24
"48918",22
"48919",20
"48920",23
"48921",19
"48922",25
"48923",47
"48924",13
"48925",23
"48926",43
"48927",25
"48928",36
"48929",10
"48930",16
"48931",10
"48932",33
"48933",13
"48934",29
"48935",22
"48936",14
"48937",23
"48938",1
"48939",39
"48940",29
"48941",30
"48942",18
"48943",11
"48944",6
"48945",44
"48946",11
"48947",23
"48948",22
"48949",16
"48950",31
"48951",39
"48952",18
"48953",25
"48954",58
"48955",29
"48956",31
"48957",25
"48958",28
"48959",26
"48960",17
"48961",11
"48962",9
"48963",70
"48964",14
"48965",28
"48966",25
"48967",17
"48968",37
"48969",15
"48970",21
"48971",40
"48972",23
"48973",14
"48974",24
"48975",12
"48976",24
"48977",13
"48978",10
"48979",35
"48980",33
"48981",18
"48982",21
"48983",22
"48984",31
"48985",45
"48986",18
"48987",14
"48988",27
"48989",41
"48990",24
"48991",25
"48992",31
"48993",23
"48994",33
"48995",12
"48996",21
"48997",27
"48998",21
"48999",9
"49000",44
"49001",25
"49002",17
"49003",11
"49004",34
"49005",7
"49006",16
"49007",8
"49008",39
"49009",54
"49010",28
"49011",24
"49012",36
"49013",26
"49014",30
"49015",11
"49016",5
"49017",24
"49018",20
"49019",39
"49020",33
"49021",12
"49022",34
"49023",21
"49024",24
"49025",13
"49026",17
"49027",34
"49028",27
"49029",23
"49030",44
"49031",20
"49032",23
"49033",26
"49034",22
"49035",16
"49036",15
"49037",55
"49038",35
"49039",25
"49040",19
"49041",9
"49042",14
"49043",14
"49044",34
"49045",27
"49046",2
"49047",23
"49048",18
"49049",32
"49050",19
"49051",49
"49052",10
"49053",32
"49054",10
"49055",29
"49056",7
"49057",34
"49058",13
"49059",19
"49060",31
"49061",49
"49062",24
"49063",23
"49064",20
"49065",13
"49066",19
"49067",33
"49068",33
"49069",33
"49070",18
"49071",44
"49072",43
"49073",36
"49074",28
"49075",31
"49076",22
"49077",30
"49078",17
"49079",15
"49080",43
"49081",5
"49082",23
"49083",12
"49084",9
"49085",16
"49086",29
"49087",12
"49088",30
"49089",23
"49090",32
"49091",21
"49092",19
"49093",19
"49094",35
"49095",9
"49096",44
"49097",20
"49098",21
"49099",39
"49100",16
"49101",26
"49102",25
"49103",13
"49104",16
"49105",39
"49106",14
"49107",47
"49108",22
"49109",44
"49110",34
"49111",17
"49112",15
"49113",29
"49114",27
"49115",30
"49116",35
"49117",15
"49118",18
"49119",31
"49120",35
"49121",26
"49122",6
"49123",13
"49124",13
"49125",17
"49126",12
"49127",14
"49128",31
"49129",33
"49130",43
"49131",32
"49132",46
"49133",23
"49134",25
"49135",19
"49136",36
"49137",50
"49138",19
"49139",28
"49140",16
"49141",11
"49142",6
"49143",20
"49144",11
"49145",20
"49146",19
"49147",27
"49148",43
"49149",8
"49150",32
"49151",23
"49152",10
"49153",28
"49154",5
"49155",45
"49156",25
"49157",13
"49158",25
"49159",53
"49160",16
"49161",24
"49162",38
"49163",13
"49164",43
"49165",16
"49166",45
"49167",14
"49168",21
"49169",38
"49170",17
"49171",25
"49172",24
"49173",11
"49174",42
"49175",51
"49176",27
"49177",25
"49178",27
"49179",23
"49180",17
"49181",30
"49182",23
"49183",31
"49184",23
"49185",17
"49186",25
"49187",28
"49188",51
"49189",34
"49190",23
"49191",22
"49192",50
"49193",34
"49194",20
"49195",13
"49196",50
"49197",23
"49198",61
"49199",40
"49200",36
"49201",12
"49202",39
"49203",24
"49204",42
"49205",42
"49206",15
"49207",21
"49208",25
"49209",27
"49210",27
"49211",20
"49212",19
"49213",10
"49214",22
"49215",14
"49216",35
"49217",21
"49218",13
"49219",45
"49220",11
"49221",14
"49222",26
"49223",20
"49224",36
"49225",15
"49226",11
"49227",14
"49228",20
"49229",30
"49230",34
"49231",9
"49232",23
"49233",31
"49234",31
"49235",24
"49236",13
"49237",18
"49238",30
"49239",21
"49240",15
"49241",16
"49242",22
"49243",56
"49244",23
"49245",30
"49246",7
"49247",30
"49248",21
"49249",25
"49250",26
"49251",31
"49252",17
"49253",29
"49254",33
"49255",26
"49256",18
"49257",16
"49258",47
"49259",25
"49260",22
"49261",10
"49262",6
"49263",40
"49264",9
"49265",27
"49266",24
"49267",31
"49268",10
"49269",18
"49270",20
"49271",28
"49272",21
"49273",20
"49274",8
"49275",20
"49276",13
"49277",26
"49278",8
"49279",59
"49280",15
"49281",21
"49282",27
"49283",21
"49284",19
"49285",29
"49286",28
"49287",29
"49288",12
"49289",17
"49290",28
"49291",16
"49292",18
"49293",13
"49294",14
"49295",9
"49296",32
"49297",20
"49298",31
"49299",14
"49300",16
"49301",13
"49302",29
"49303",29
"49304",42
"49305",22
"49306",28
"49307",14
"49308",25
"49309",10
"49310",23
"49311",34
"49312",15
"49313",27
"49314",29
"49315",14
"49316",21
"49317",18
"49318",26
"49319",22
"49320",27
"49321",25
"49322",38
"49323",13
"49324",20
"49325",11
"49326",19
"49327",52
"49328",23
"49329",48
"49330",35
"49331",40
"49332",34
"49333",43
"49334",29
"49335",19
"49336",15
"49337",8
"49338",20
"49339",23
"49340",37
"49341",25
"49342",22
"49343",20
"49344",17
"49345",7
"49346",12
"49347",23
"49348",13
"49349",24
"49350",22
"49351",9
"49352",12
"49353",39
"49354",5
"49355",25
"49356",34
"49357",63
"49358",41
"49359",23
"49360",8
"49361",27
"49362",22
"49363",8
"49364",35
"49365",47
"49366",26
"49367",27
"49368",10
"49369",23
"49370",25
"49371",18
"49372",20
"49373",20
"49374",23
"49375",28
"49376",29
"49377",28
"49378",22
"49379",20
"49380",24
"49381",21
"49382",7
"49383",29
"49384",11
"49385",33
"49386",38
"49387",43
"49388",6
"49389",26
"49390",40
"49391",12
"49392",33
"49393",19
"49394",16
"49395",20
"49396",39
"49397",25
"49398",14
"49399",56
"49400",26
"49401",11
"49402",8
"49403",11
"49404",23
"49405",18
"49406",26
"49407",19
"49408",30
"49409",17
"49410",24
"49411",37
"49412",18
"49413",21
"49414",23
"49415",28
"49416",22
"49417",12
"49418",39
"49419",31
"49420",26
"49421",15
"49422",27
"49423",32
"49424",17
"49425",18
"49426",17
"49427",22
"49428",15
"49429",24
"49430",52
"49431",23
"49432",10
"49433",50
"49434",35
"49435",15
"49436",51
"49437",23
"49438",13
"49439",10
"49440",10
"49441",36
"49442",48
"49443",30
"49444",27
"49445",30
"49446",62
"49447",23
"49448",30
"49449",30
"49450",24
"49451",22
"49452",25
"49453",25
"49454",27
"49455",26
"49456",20
"49457",22
"49458",36
"49459",21
"49460",35
"49461",20
"49462",16
"49463",25
"49464",9
"49465",27
"49466",21
"49467",35
"49468",14
"49469",43
"49470",26
"49471",16
"49472",36
"49473",26
"49474",19
"49475",16
"49476",62
"49477",19
"49478",20
"49479",20
"49480",22
"49481",43
"49482",26
"49483",23
"49484",35
"49485",26
"49486",7
"49487",19
"49488",8
"49489",30
"49490",21
"49491",44
"49492",12
"49493",27
"49494",22
"49495",30
"49496",12
"49497",20
"49498",16
"49499",10
"49500",29
"49501",19
"49502",22
"49503",26
"49504",46
"49505",22
"49506",20
"49507",19
"49508",22
"49509",18
"49510",28
"49511",14
"49512",20
"49513",22
"49514",19
"49515",14
"49516",20
"49517",25
"49518",29
"49519",15
"49520",13
"49521",13
"49522",38
"49523",55
"49524",26
"49525",38
"49526",32
"49527",23
"49528",23
"49529",10
"49530",31
"49531",28
"49532",21
"49533",27
"49534",33
"49535",35
"49536",6
"49537",21
"49538",48
"49539",30
"49540",34
"49541",27
"49542",8
"49543",29
"49544",19
"49545",8
"49546",23
"49547",17
"49548",20
"49549",41
"49550",35
"49551",17
"49552",50
"49553",20
"49554",20
"49555",10
"49556",30
"49557",44
"49558",25
"49559",14
"49560",33
"49561",29
"49562",15
"49563",25
"49564",24
"49565",40
"49566",19
"49567",25
"49568",8
"49569",15
"49570",10
"49571",23
"49572",14
"49573",23
"49574",34
"49575",33
"49576",23
"49577",23
"49578",5
"49579",5
"49580",36
"49581",18
"49582",35
"49583",33
"49584",20
"49585",39
"49586",26
"49587",24
"49588",12
"49589",37
"49590",21
"49591",18
"49592",32
"49593",38
"49594",24
"49595",28
"49596",36
"49597",32
"49598",39
"49599",27
"49600",33
"49601",20
"49602",25
"49603",9
"49604",20
"49605",16
"49606",19
"49607",26
"49608",16
"49609",39
"49610",24
"49611",55
"49612",22
"49613",27
"49614",21
"49615",11
"49616",26
"49617",23
"49618",26
"49619",27
"49620",37
"49621",20
"49622",21
"49623",17
"49624",23
"49625",11
"49626",21
"49627",20
"49628",36
"49629",35
"49630",46
"49631",11
"49632",16
"49633",32
"49634",14
"49635",5
"49636",20
"49637",38
"49638",35
"49639",17
"49640",40
"49641",8
"49642",11
"49643",13
"49644",24
"49645",28
"49646",40
"49647",25
"49648",30
"49649",13
"49650",13
"49651",25
"49652",11
"49653",27
"49654",21
"49655",9
"49656",24
"49657",27
"49658",19
"49659",17
"49660",19
"49661",33
"49662",4
"49663",13
"49664",55
"49665",30
"49666",11
"49667",39
"49668",41
"49669",37
"49670",9
"49671",8
"49672",15
"49673",36
"49674",34
"49675",32
"49676",27
"49677",19
"49678",34
"49679",23
"49680",23
"49681",30
"49682",3
"49683",35
"49684",26
"49685",18
"49686",16
"49687",14
"49688",11
"49689",27
"49690",18
"49691",15
"49692",5
"49693",26
"49694",18
"49695",37
"49696",28
"49697",32
"49698",20
"49699",7
"49700",50
"49701",14
"49702",18
"49703",20
"49704",18
"49705",31
"49706",17
"49707",29
"49708",14
"49709",21
"49710",40
"49711",40
"49712",17
"49713",23
"49714",19
"49715",31
"49716",16
"49717",32
"49718",10
"49719",30
"49720",20
"49721",40
"49722",17
"49723",11
"49724",13
"49725",17
"49726",24
"49727",47
"49728",27
"49729",26
"49730",30
"49731",13
"49732",32
"49733",33
"49734",20
"49735",28
"49736",21
"49737",14
"49738",13
"49739",47
"49740",39
"49741",11
"49742",44
"49743",25
"49744",16
"49745",48
"49746",17
"49747",34
"49748",40
"49749",20
"49750",32
"49751",20
"49752",10
"49753",26
"49754",15
"49755",2
"49756",23
"49757",18
"49758",20
"49759",42
"49760",40
"49761",18
"49762",31
"49763",22
"49764",34
"49765",10
"49766",24
"49767",12
"49768",22
"49769",15
"49770",30
"49771",16
"49772",22
"49773",24
"49774",53
"49775",15
"49776",13
"49777",19
"49778",13
"49779",27
"49780",32
"49781",29
"49782",24
"49783",16
"49784",38
"49785",24
"49786",18
"49787",34
"49788",14
"49789",32
"49790",21
"49791",31
"49792",25
"49793",33
"49794",51
"49795",18
"49796",20
"49797",16
"49798",46
"49799",17
"49800",36
"49801",35
"49802",19
"49803",28
"49804",22
"49805",13
"49806",16
"49807",41
"49808",23
"49809",24
"49810",21
"49811",27
"49812",48
"49813",49
"49814",13
"49815",21
"49816",23
"49817",23
"49818",21
"49819",23
"49820",14
"49821",30
"49822",21
"49823",36
"49824",19
"49825",11
"49826",24
"49827",28
"49828",39
"49829",59
"49830",28
"49831",31
"49832",10
"49833",23
"49834",19
"49835",15
"49836",31
"49837",22
"49838",25
"49839",7
"49840",39
"49841",23
"49842",5
"49843",32
"49844",15
"49845",21
"49846",51
"49847",24
"49848",23
"49849",25
"49850",7
"49851",26
"49852",22
"49853",22
"49854",26
"49855",12
"49856",15
"49857",11
"49858",22
"49859",18
"49860",27
"49861",17
"49862",10
"49863",20
"49864",17
"49865",14
"49866",32
"49867",19
"49868",17
"49869",27
"49870",31
"49871",20
"49872",26
"49873",27
"49874",30
"49875",46
"49876",43
"49877",31
"49878",27
"49879",30
"49880",21
"49881",23
"49882",29
"49883",29
"49884",25
"49885",40
"49886",47
"49887",43
"49888",10
"49889",26
"49890",11
"49891",18
"49892",12
"49893",22
"49894",14
"49895",21
"49896",20
"49897",10
"49898",24
"49899",41
"49900",19
"49901",30
"49902",15
"49903",20
"49904",43
"49905",19
"49906",35
"49907",26
"49908",36
"49909",19
"49910",18
"49911",27
"49912",30
"49913",29
"49914",47
"49915",29
"49916",25
"49917",20
"49918",48
"49919",16
"49920",38
"49921",43
"49922",24
"49923",33
"49924",4
